"Order_ID","Order_Date","Order_Year","Order_Quarter","Order_Month_Name","Product_ID","Product_Name","Category","Supplier_ID","Supplier_Name","Warehouse","Warehouse_City","Warehouse_Region","Warehouse_Country","Warehouse_Capacity","Warehouse_Utilization","Customer_ID","Customer_Region","Customer_Tier","Quantity_Ordered","Quantity_Shipped","Inventory_Level","Reorder_Point","Safety_Stock","Stock_Status","Demand_Forecast","Inventory_Turnover","Lead_Time_Days","Ship_Date","Delivery_Date","Promised_Delivery_Date","Late_Delivery","Transportation_Mode","Transportation_Distance_KM","Shipping_Cost","Fuel_Cost","Supplier_Unit_Cost","Selling_Price","Revenue","Profit","Order_Status","Product_Return_Rate","Customer_Satisfaction","Satisfaction_Missing","Order_Month","Delivery_Delay_Days","Fulfillment_Rate","Profit_Margin","Is_Peak_Season"
"ORD008343",2025-06-24,2025,"Q2","Jun","P0013","Lip Balm Set Lite","Health & Beauty","S015","Delta Industries","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.856,"C00431","Europe","Key Account",40,12,10,83,53,"Low Stock",44,6.06,16,2025-06-25,2025-07-05,2025-06-28,TRUE,"Road",706.3,36.43,10.2,6.47,10.5,126,11.93,"Delivered",0.031,2.6,FALSE,6,7,0.3,0.095,FALSE
"ORD008344",2025-06-24,2025,"Q2","Jun","P0066","Notebook Pack Deluxe","Office Supplies","S037","Pinnacle Trading Ltd.","WH-DAL","Dallas","North America","USA",7600,0.836,"C00122","North America","Key Account",72,68,338,135,109,"In Stock",73,8.01,11,2025-06-26,2025-07-01,2025-06-29,TRUE,"Parcel",982.1,120.65,24.13,29.49,36.81,2503.08,377.11,"Delivered",0.016,3.1,FALSE,6,2,0.944,0.151,FALSE
"ORD008345",2025-06-24,2025,"Q2","Jun","P0001","Camping Tent Eco","Sporting Goods","S034","Summit Group","WH-FRA","Frankfurt","Europe","Germany",2250,0.858,"C00235","Latin America","Key Account",14,14,7,3,2,"In Stock",14,15.28,3,2025-06-25,2025-07-15,2025-07-13,TRUE,"Sea",10452.6,151.83,33.4,18.2,24.34,340.76,-65.87,"Delivered",0.096,3.7,FALSE,6,2,1,-0.193,FALSE
"ORD008346",2025-06-24,2025,"Q2","Jun","P0131","Power Bank Pro","Electronics","S004","Vertex Manufacturing","WH-MEX","Mexico City","Latin America","Mexico",2600,0.71,"C01993","Latin America","Key Account",8,8,7,9,5,"Low Stock",7,5.94,14,2025-06-27,2025-06-29,2025-06-30,FALSE,"Parcel",1143.9,49.16,9.83,28.09,32.08,256.64,-17.24,"Delivered",0.126,3.8,FALSE,6,-1,1,-0.067,FALSE
"ORD008347",2025-06-24,2025,"Q2","Jun","P0133","Desk Lamp Lite","Office Supplies","S037","Pinnacle Trading Ltd.","WH-SHA","Shanghai","Asia Pacific","China",2200,0.563,"C01739","Middle East & Africa","Key Account",57,56,82,74,49,"In Stock",56,7.76,13,2025-06-25,2025-07-08,2025-07-13,FALSE,"Sea",6739.3,141.02,31.02,17.27,20.35,1139.6,31.46,"Delivered",0.019,4.8,FALSE,6,-5,0.982,0.028,FALSE
"ORD008348",2025-06-24,2025,"Q2","Jun","P0013","Lip Balm Set Lite","Health & Beauty","S015","Delta Industries","WH-SHA","Shanghai","Asia Pacific","China",2200,0.563,"C01948","Asia Pacific","Key Account",18,17,57,38,28,"In Stock",19,6.06,16,2025-06-26,2025-06-30,2025-06-29,TRUE,"Road",1850.9,70.87,19.84,6.21,9.83,167.11,-9.33,"Delivered",0.031,3.3,FALSE,6,1,0.944,-0.056,FALSE
"ORD008349",2025-06-24,2025,"Q2","Jun","P0046","Hiking Backpack Max","Sporting Goods","S010","Pioneer Logistics Partners","WH-DAL","Dallas","North America","USA",7600,0.836,"C02111","North America","Key Account",27,27,32,29,15,"In Stock",34,3.3,16,2025-06-26,2025-06-28,2025-06-29,FALSE,"Parcel",889.7,112.07,22.41,30.79,41.2,1112.4,169,"Delivered",0.082,3.3,FALSE,6,-1,1,0.152,FALSE
"ORD008350",2025-06-24,2025,"Q2","Jun","P0043","Face Moisturizer Max","Health & Beauty","S015","Delta Industries","WH-CHI","Chicago","North America","USA",5400,0.754,"C01006","North America","Key Account",28,27,241,51,34,"Overstocked",31,5.42,18,2025-06-26,2025-06-28,2025-06-29,FALSE,"Road",878.2,41.89,11.73,27.62,42.04,1135.08,347.45,"Delivered",0.057,4.2,FALSE,6,-1,0.964,0.306,FALSE
"ORD008351",2025-06-24,2025,"Q2","Jun","P0037","Laptop Stand Plus","Electronics","S004","Vertex Manufacturing","WH-SIN","Singapore","Asia Pacific","Singapore",1500,0.489,"C02349","Asia Pacific","Standard",2,2,11,17,16,"Low Stock",2,2,16,2025-06-26,2025-06-29,2025-06-29,FALSE,"Parcel",1560.4,37.41,7.48,8.74,10.26,20.52,-34.37,"Delivered",0.098,4.1,FALSE,6,0,1,-1.675,FALSE
"ORD008352",2025-06-24,2025,"Q2","Jun","P0102","Lip Balm Set Eco","Health & Beauty","S015","Delta Industries","WH-MEX","Mexico City","Latin America","Mexico",2600,0.71,"C02182","Latin America","Key Account",17,17,131,32,22,"Overstocked",15,3.4,17,2025-06-25,2025-06-28,2025-06-28,FALSE,"Road",1270.1,53.44,14.96,32.22,51.37,873.29,272.11,"Delivered",0.049,5,FALSE,6,0,1,0.312,FALSE
"ORD008353",2025-06-25,2025,"Q2","Jun","P0018","Laptop Stand Eco","Electronics","S038","Prime Logistics Partners","WH-DAL","Dallas","North America","USA",7600,0.836,"C01006","North America","Key Account",8,8,3,6,3,"Low Stock",6,1.43,13,2025-06-28,2025-06-30,2025-07-01,FALSE,"Road",875,42.25,11.83,28.35,32.76,262.08,-6.97,"Delivered",0.095,4.1,FALSE,6,-1,1,-0.027,FALSE
"ORD008354",2025-06-25,2025,"Q2","Jun","P0059","Tablet Max","Electronics","S024","Global Logistics Partners","WH-DAL","Dallas","North America","USA",7600,0.836,"C01140","North America","Key Account",4,2,24,16,15,"In Stock",4,4.64,6,2025-06-27,2025-06-29,2025-06-30,FALSE,"Parcel",917.9,27.77,5.55,33.95,41.42,82.84,-12.83,"Delivered",0.087,4.3,FALSE,6,-1,0.5,-0.155,FALSE
"ORD008355",2025-06-25,2025,"Q2","Jun","P0115","Tablet Classic","Electronics","S029","Apex Logistics Partners","WH-CHI","Chicago","North America","USA",5400,0.754,"C01006","North America","Key Account",5,4,9,7,6,"In Stock",5,3.31,7,2025-06-27,2025-06-30,2025-06-30,FALSE,"Road",863.2,41.4,11.59,17.69,20.93,83.72,-28.44,"Delivered",0.133,4.5,FALSE,6,0,0.8,-0.34,FALSE
"ORD008356",2025-06-25,2025,"Q2","Jun","P0012","Plush Toy Classic","Toys & Games","S040","Meridian Industries","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.856,"C00869","Europe","Key Account",13,13,21,26,21,"Low Stock",43,12.92,6,2025-06-26,2025-06-28,2025-06-29,FALSE,"Road",644,35.3,9.88,24.18,33.79,439.27,89.63,"Delivered",0.066,5,FALSE,6,-1,1,0.204,FALSE
"ORD008357",2025-06-25,2025,"Q2","Jun","P0003","Plush Toy Max","Toys & Games","S003","Atlas Industries","WH-MEX","Mexico City","Latin America","Mexico",2600,0.71,"C02182","Latin America","Key Account",15,14,80,51,42,"In Stock",12,8.89,18,2025-06-26,2025-06-28,2025-06-29,FALSE,"Parcel",1239,51.79,10.36,33.54,45.55,637.7,116.35,"Returned",0.079,1.9,FALSE,6,-1,0.933,0.182,FALSE
"ORD008358",2025-06-25,2025,"Q2","Jun","P0086","4K Webcam Eco","Electronics","S019","Summit Manufacturing","WH-CHI","Chicago","North America","USA",5400,0.754,"C01542","North America","Key Account",4,4,15,9,5,"In Stock",8,3.35,13,2025-06-26,2025-06-28,2025-06-29,FALSE,"Road",920.1,43.1,12.07,14.12,16.21,64.84,-34.74,"Delivered",0.091,5,FALSE,6,-1,1,-0.536,FALSE
"ORD008359",2025-06-25,2025,"Q2","Jun","P0149","Storage Bin Set Deluxe","Home & Kitchen","S005","Cobalt Supply Co.","WH-SIN","Singapore","Asia Pacific","Singapore",1500,0.489,"C00147","Asia Pacific","Key Account",25,9,16,8,5,"In Stock",24,3.54,3,2025-06-28,2025-07-01,2025-07-01,FALSE,"Road",1523.3,62.27,17.44,136.61,185.82,1672.38,380.62,"Delivered",0,3.9,FALSE,6,0,0.36,0.228,FALSE
"ORD008360",2025-06-25,2025,"Q2","Jun","P0129","4K Webcam Eco","Electronics","S004","Vertex Manufacturing","WH-CHI","Chicago","North America","USA",5400,0.754,"C01006","North America","Key Account",5,5,41,14,12,"In Stock",5,2.97,14,2025-06-26,2025-06-29,2025-06-29,FALSE,"Parcel",1036.6,38.55,7.71,33.39,38.99,194.95,-10.55,"Delivered",0.061,4,FALSE,6,0,1,-0.054,FALSE
"ORD008361",2025-06-25,2025,"Q2","Jun","P0136","Tablet Prime","Electronics","S027","Global Supply Co.","WH-DXB","Dubai","Middle East & Africa","UAE",900,0.869,"C02115","Middle East & Africa","Key Account",7,7,32,11,5,"In Stock",14,10.22,10,2025-06-26,2025-06-28,2025-06-29,FALSE,"Parcel",1411.7,50.17,10.03,11.02,13.16,92.12,-35.19,"Delivered",0.093,3.9,FALSE,6,-1,1,-0.382,FALSE
"ORD008362",2025-06-25,2025,"Q2","Jun","P0098","Smart Watch Prime","Electronics","S029","Apex Logistics Partners","WH-DAL","Dallas","North America","USA",7600,0.836,"C01812","North America","Key Account",7,7,17,14,7,"In Stock",15,2.7,15,2025-06-28,2025-06-30,2025-07-01,FALSE,"Parcel",884.4,42.27,8.45,28.52,33.97,237.79,-4.12,"Delivered",0.121,4.9,FALSE,6,-1,1,-0.017,FALSE
"ORD008363",2025-06-25,2025,"Q2","Jun","P0012","Plush Toy Classic","Toys & Games","S040","Meridian Industries","WH-DXB","Dubai","Middle East & Africa","UAE",900,0.869,"C01379","Middle East & Africa","Standard",14,14,0,6,5,"Stock-Out",15,12.92,2,2025-06-27,2025-06-29,2025-06-30,FALSE,"Road",1346.2,56.44,15.8,24.2,32.87,460.18,64.94,"Delivered",0.066,4.8,FALSE,6,-1,1,0.141,FALSE
"ORD008364",2025-06-25,2025,"Q2","Jun","P0126","Cookware Set Plus","Home & Kitchen","S006","Nova Supply Co.","WH-MEX","Mexico City","Latin America","Mexico",2600,0.71,"C00235","Latin America","Key Account",31,29,184,44,20,"Overstocked",44,5.66,14,2025-06-26,2025-06-29,2025-06-29,FALSE,"Parcel",1180.6,147.51,29.5,75.35,98.05,2843.45,510.79,"Delivered",0.063,4,FALSE,6,0,0.935,0.18,FALSE
"ORD008365",2025-06-25,2025,"Q2","Jun","P0093","Coffee Maker Lite","Home & Kitchen","S006","Nova Supply Co.","WH-FRA","Frankfurt","Europe","Germany",2250,0.858,"C01201","Europe","Key Account",7,7,59,52,28,"In Stock",51,8.61,12,2025-06-26,2025-06-27,2025-06-29,FALSE,"Road",593.9,34.04,9.53,119.98,151,1057,183.1,"Delivered",0.056,5,FALSE,6,-2,1,0.173,FALSE
"ORD008366",2025-06-25,2025,"Q2","Jun","P0066","Notebook Pack Deluxe","Office Supplies","S037","Pinnacle Trading Ltd.","WH-MEX","Mexico City","Latin America","Mexico",2600,0.71,"C01352","Latin America","Key Account",58,57,158,94,65,"In Stock",57,8.01,15,2025-06-28,2025-07-05,2025-07-01,TRUE,"Road",1160.5,53.24,14.91,29.24,37.1,2114.7,394.78,"Delivered",0.016,3.3,FALSE,6,4,0.983,0.187,FALSE
"ORD008367",2025-06-25,2025,"Q2","Jun","P0049","Face Moisturizer Max","Health & Beauty","S015","Delta Industries","WH-SHA","Shanghai","Asia Pacific","China",2200,0.563,"C01644","Asia Pacific","Key Account",18,17,19,17,7,"In Stock",18,2.35,17,2025-06-27,2025-06-28,2025-06-29,FALSE,"Air",1911.5,104.01,36.4,5.34,8.94,151.98,-42.81,"Delivered",0.042,3.2,FALSE,6,-1,0.944,-0.282,FALSE
"ORD008368",2025-06-25,2025,"Q2","Jun","P0112","Running Shorts Eco","Apparel","S017","Vertex Industries","WH-DAL","Dallas","North America","USA",7600,0.836,"C02245","North America","Key Account",30,30,41,19,10,"In Stock",33,2.69,9,2025-06-27,2025-07-01,2025-06-30,TRUE,"Parcel",959.6,43.99,8.8,38.12,61.71,1851.3,663.71,"Delivered",0.184,3.8,FALSE,6,1,1,0.359,FALSE
"ORD008369",2025-06-25,2025,"Q2","Jun","P0053","Cycling Helmet Essential","Sporting Goods","S039","Atlas Trading Ltd.","WH-CHI","Chicago","North America","USA",5400,0.754,"C01542","North America","Key Account",12,12,52,21,7,"In Stock",24,2.85,20,2025-06-28,2025-07-01,2025-07-01,FALSE,"Road",924.7,44.42,12.44,29.84,41.2,494.4,91.9,"Delivered",0.119,5,FALSE,6,0,1,0.186,FALSE
"ORD008370",2025-06-25,2025,"Q2","Jun","P0023","Filing Cabinet Lite","Furniture","S007","Titan Industries","WH-CHI","Chicago","North America","USA",5400,0.754,"C01006","North America","Key Account",5,4,47,23,13,"In Stock",26,9.11,16,2025-06-26,2025-07-03,2025-06-29,TRUE,"Parcel",859,107.28,21.46,30.14,40.43,161.72,-66.12,"Delivered",0.093,3.4,FALSE,6,4,0.8,-0.409,FALSE
"ORD008371",2025-06-25,2025,"Q2","Jun","P0080","Basketball Max","Sporting Goods","S009","Anchor Group","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.856,"C01407","Asia Pacific","Key Account",12,12,83,35,22,"In Stock",32,9.42,16,2025-06-28,2025-07-16,2025-07-16,FALSE,"Sea",9623.6,149.27,32.84,19.14,27.05,324.6,-54.35,"Delivered",0.071,4.7,FALSE,6,0,1,-0.167,FALSE
"ORD008372",2025-06-25,2025,"Q2","Jun","P0107","Cookware Set Eco","Home & Kitchen","S008","Anchor Group","WH-DAL","Dallas","North America","USA",7600,0.836,"C01542","North America","Key Account",32,32,167,118,63,"In Stock",89,6.14,14,2025-06-28,2025-07-01,2025-07-01,FALSE,"Road",867.7,46.63,13.06,87.41,119.44,3822.08,978.33,"Delivered",0.076,4.1,FALSE,6,0,1,0.256,FALSE
"ORD008373",2025-06-26,2025,"Q2","Jun","P0137","Bookshelf Pro","Furniture","S013","Pinnacle Industries","WH-DAL","Dallas","North America","USA",7600,0.836,"C01767","North America","Key Account",9,9,23,12,7,"In Stock",10,6.23,17,2025-06-28,2025-07-01,2025-07-01,FALSE,"Road",893,49.89,13.97,108.48,145.77,1311.93,285.72,"Delivered",0.064,5,FALSE,6,0,1,0.218,FALSE
"ORD008374",2025-06-26,2025,"Q2","Jun","P0086","4K Webcam Eco","Electronics","S019","Summit Manufacturing","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.856,"C01851","Europe","Standard",5,2,6,6,5,"Low Stock",6,3.35,7,2025-06-27,2025-07-04,2025-06-30,TRUE,"Road",650.7,34.77,9.74,13.9,16.05,32.1,-30.47,"Delivered",0.091,2.1,FALSE,6,4,0.4,-0.949,FALSE
"ORD008375",2025-06-26,2025,"Q2","Jun","P0107","Cookware Set Eco","Home & Kitchen","S014","Beacon Group","WH-DAL","Dallas","North America","USA",7600,0.836,"C00365","North America","Standard",11,11,167,118,63,"In Stock",89,6.14,14,2025-06-28,2025-06-30,2025-07-01,FALSE,"Parcel",980.4,68.91,13.78,73.76,99.52,1094.72,214.45,"Delivered",0.076,5,FALSE,6,-1,1,0.196,FALSE
"ORD008376",2025-06-26,2025,"Q2","Jun","P0146","Sneakers Classic","Apparel","S012","Everest Group","WH-DAL","Dallas","North America","USA",7600,0.836,"C01006","North America","Key Account",14,14,31,27,21,"In Stock",12,12.78,12,2025-06-28,2025-06-30,2025-07-01,FALSE,"Road",941.3,43.66,12.22,23.07,34.87,488.18,121.54,"Delivered",0.13,4.5,FALSE,6,-1,1,0.249,FALSE
"ORD008377",2025-06-26,2025,"Q2","Jun","P0001","Camping Tent Eco","Sporting Goods","S034","Summit Group","WH-MEX","Mexico City","Latin America","Mexico",2600,0.71,"C00235","Latin America","Key Account",9,9,0,6,4,"Stock-Out",9,15.28,5,2025-06-28,2025-07-02,2025-07-01,TRUE,"Road",1112.3,49.63,13.9,18.57,25.28,227.52,10.76,"Delivered",0.096,3.2,FALSE,6,1,1,0.047,FALSE
"ORD008378",2025-06-26,2025,"Q2","Jun","P0007","Yoga Mat Lite","Sporting Goods","S010","Pioneer Logistics Partners","WH-DAL","Dallas","North America","USA",7600,0.836,"C01006","North America","Key Account",17,17,52,24,13,"In Stock",36,7.03,13,2025-06-27,2025-06-30,2025-06-30,FALSE,"Road",830.7,42.3,11.84,13.98,18.74,318.58,38.62,"Delivered",0.063,3.9,FALSE,6,0,1,0.121,FALSE
"ORD008379",2025-06-26,2025,"Q2","Jun","P0121","Ballpoint Pen Box Pro","Office Supplies","S032","Atlas Supply Co.","WH-DAL","Dallas","North America","USA",7600,0.836,"C01006","North America","Key Account",47,44,157,63,30,"In Stock",40,2.91,21,2025-06-27,2025-06-29,2025-06-30,FALSE,"Road",872.9,43.83,12.27,36.7,44.33,1950.52,291.89,"Delivered",0,4.3,FALSE,6,-1,0.936,0.15,FALSE
"ORD008380",2025-06-26,2025,"Q2","Jun","P0136","Tablet Prime","Electronics","S002","Prime Manufacturing","WH-MEX","Mexico City","Latin America","Mexico",2600,0.71,"C00401","Latin America","Standard",2,2,53,18,11,"In Stock",25,10.22,4,2025-06-28,2025-07-04,2025-06-30,TRUE,"Air",1237.1,88.99,31.15,10.19,12.08,24.16,-85.21,"Delivered",0.093,3.2,FALSE,6,4,1,-3.527,FALSE
"ORD008381",2025-06-26,2025,"Q2","Jun","P0063","Printer Paper Case Max","Office Supplies","S032","Atlas Supply Co.","WH-SIN","Singapore","Asia Pacific","Singapore",1500,0.489,"C01006","North America","Key Account",52,52,7,133,102,"Low Stock",50,6.52,18,2025-06-28,2025-07-27,2025-07-16,TRUE,"Sea",15519.9,167.31,36.81,38.65,50.37,2619.24,442.13,"Delivered",0.017,2.8,FALSE,6,11,1,0.169,FALSE
"ORD008382",2025-06-26,2025,"Q2","Jun","P0033","Cotton T-Shirt Essential","Apparel","S007","Titan Industries","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.856,"C00869","Europe","Key Account",15,15,41,18,8,"In Stock",17,2.75,21,2025-06-27,2025-07-01,2025-06-30,TRUE,"Road",633.9,34.47,9.65,29.94,42.42,636.3,152.73,"Returned",0.209,1.7,FALSE,6,1,1,0.24,FALSE
"ORD008383",2025-06-26,2025,"Q2","Jun","P0065","Face Moisturizer Deluxe","Health & Beauty","S015","Delta Industries","WH-SHA","Shanghai","Asia Pacific","China",2200,0.563,"C00147","Asia Pacific","Key Account",19,19,26,14,5,"In Stock",19,1.12,14,2025-06-29,2025-07-02,2025-07-02,FALSE,"Parcel",1956.9,46.47,9.29,20.74,31.23,593.37,152.84,"Delivered",0.071,4.9,FALSE,6,0,1,0.258,FALSE
"ORD008384",2025-06-26,2025,"Q2","Jun","P0015","Air Fryer Essential","Home & Kitchen","S020","Pinnacle Manufacturing","WH-FRA","Frankfurt","Europe","Germany",2250,0.858,"C01642","Europe","Key Account",12,12,59,22,16,"In Stock",13,1.49,14,2025-06-29,2025-06-30,2025-07-02,FALSE,"Parcel",606.6,67.5,13.5,27.08,36.43,437.16,44.7,"Delivered",0,5,FALSE,6,-2,1,0.102,FALSE
"ORD008385",2025-06-26,2025,"Q2","Jun","P0001","Camping Tent Eco","Sporting Goods","S034","Summit Group","WH-CHI","Chicago","North America","USA",5400,0.754,"C01542","North America","Key Account",13,13,49,18,11,"In Stock",27,15.28,3,2025-06-28,2025-06-30,2025-07-01,FALSE,"Road",930.3,44.73,12.52,17.17,23.26,302.38,34.44,"Delivered",0.096,4.5,FALSE,6,-1,1,0.114,FALSE
"ORD008386",2025-06-26,2025,"Q2","Jun","P0080","Basketball Max","Sporting Goods","S010","Pioneer Logistics Partners","WH-MEX","Mexico City","Latin America","Mexico",2600,0.71,"C00010","Latin America","Standard",5,5,77,39,22,"In Stock",31,9.42,12,2025-06-27,2025-06-29,2025-06-30,FALSE,"Road",1147.7,50.13,14.04,17.96,25,125,-14.93,"Delivered",0.071,4.9,FALSE,6,-1,1,-0.119,FALSE
"ORD008387",2025-06-27,2025,"Q2","Jun","P0023","Filing Cabinet Lite","Furniture","S037","Pinnacle Trading Ltd.","WH-DAL","Dallas","North America","USA",7600,0.836,"C01006","North America","Key Account",4,4,16,30,12,"Low Stock",36,9.11,12,2025-06-30,2025-07-02,2025-07-03,FALSE,"Road",877.7,44.93,12.58,31.11,42.98,171.92,2.55,"Delivered",0.093,5,FALSE,6,-1,1,0.015,FALSE
"ORD008388",2025-06-27,2025,"Q2","Jun","P0012","Plush Toy Classic","Toys & Games","S040","Meridian Industries","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.856,"C02074","Europe","Key Account",15,14,21,26,21,"Low Stock",43,12.92,3,2025-06-28,2025-06-30,2025-07-01,FALSE,"Road",690.1,36.75,10.29,24.8,34.67,485.38,101.43,"Delivered",0.066,4.4,FALSE,6,-1,0.933,0.209,FALSE
"ORD008389",2025-06-27,2025,"Q2","Jun","P0028","Tablet Classic","Electronics","S035","Meridian Sourcing","WH-SHA","Shanghai","Asia Pacific","China",2200,0.563,"C01644","Asia Pacific","Key Account",8,7,7,3,2,"In Stock",6,3.49,3,2025-06-29,2025-07-02,2025-07-02,FALSE,"Road",1696.6,66.77,18.7,32.93,39.33,275.31,-21.97,"Returned",0.179,1.7,FALSE,6,0,0.875,-0.08,FALSE
"ORD008390",2025-06-27,2025,"Q2","Jun","P0097","Sneakers Compact","Apparel","S013","Pinnacle Industries","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.856,"C01646","Europe","Key Account",22,21,83,41,25,"In Stock",41,6.55,15,2025-06-28,2025-07-01,2025-07-01,FALSE,"Road",681.2,36.07,10.1,17.09,23.63,496.23,101.27,"Delivered",0.12,4.8,FALSE,6,0,0.955,0.204,FALSE
"ORD008391",2025-06-27,2025,"Q2","Jun","P0102","Lip Balm Set Eco","Health & Beauty","S021","Everest Sourcing","WH-CHI","Chicago","North America","USA",5400,0.754,"C00942","Europe","Key Account",36,30,49,40,28,"In Stock",32,3.4,10,2025-06-28,2025-07-01,2025-06-30,TRUE,"Air",8067,231.54,81.04,31.64,50.3,1509,328.26,"Delivered",0.049,3.2,FALSE,6,1,0.833,0.218,FALSE
"ORD008392",2025-06-27,2025,"Q2","Jun","P0023","Filing Cabinet Lite","Furniture","S037","Pinnacle Trading Ltd.","WH-DAL","Dallas","North America","USA",7600,0.836,"C00356","North America","Key Account",3,3,16,30,12,"Low Stock",36,9.11,14,2025-06-30,2025-07-06,2025-07-03,TRUE,"Road",868.4,43.75,12.25,31.09,42.54,127.62,-9.4,"Delivered",0.093,2.4,FALSE,6,3,1,-0.074,FALSE
"ORD008393",2025-06-27,2025,"Q2","Jun","P0033","Cotton T-Shirt Essential","Apparel","S013","Pinnacle Industries","WH-DAL","Dallas","North America","USA",7600,0.836,"C01006","North America","Key Account",14,14,167,58,27,"In Stock",51,2.75,14,2025-06-28,2025-07-01,2025-07-01,FALSE,"Road",909.1,42.69,11.95,24.08,34.07,476.98,97.17,"Delivered",0.209,4.1,FALSE,6,0,1,0.204,FALSE
"ORD008394",2025-06-27,2025,"Q2","Jun","P0116","Plush Toy Max","Toys & Games","S003","Atlas Industries","WH-DAL","Dallas","North America","USA",7600,0.836,"C02111","North America","Key Account",36,35,53,32,13,"In Stock",36,1.01,16,2025-06-29,2025-07-01,2025-07-02,FALSE,"Parcel",819,83.29,16.66,10.74,15.44,540.4,81.21,"Delivered",0.032,3.8,FALSE,6,-1,0.972,0.15,FALSE
"ORD008395",2025-06-27,2025,"Q2","Jun","P0067","File Folders Max","Office Supplies","S032","Atlas Supply Co.","WH-DAL","Dallas","North America","USA",7600,0.836,"C00356","North America","Key Account",90,86,293,177,86,"In Stock",118,3.61,23,2025-06-29,2025-07-01,2025-07-02,FALSE,"Road",908.9,47.43,13.28,29.06,36.51,3139.86,593.27,"Delivered",0.027,4.3,FALSE,6,-1,0.956,0.189,FALSE
"ORD008396",2025-06-27,2025,"Q2","Jun","P0075","Power Bank Lite","Electronics","S004","Vertex Manufacturing","WH-CHI","Chicago","North America","USA",5400,0.754,"C00642","North America","Standard",2,2,17,11,8,"In Stock",7,5.3,11,2025-06-30,2025-07-03,2025-07-03,FALSE,"Parcel",881.3,27.22,5.44,14.21,17.77,35.54,-20.1,"Returned",0.093,3.6,FALSE,6,0,1,-0.566,FALSE
"ORD008397",2025-06-27,2025,"Q2","Jun","P0038","Vacuum Cleaner Pro","Home & Kitchen","S008","Anchor Group","WH-SHA","Shanghai","Asia Pacific","China",2200,0.563,"C01644","Asia Pacific","Key Account",12,11,12,12,4,"Low Stock",14,0.9,19,2025-06-30,2025-07-03,2025-07-03,FALSE,"Parcel",1924.6,83.07,16.61,118.66,151.16,1662.76,274.43,"Delivered",0,4.6,FALSE,6,0,0.917,0.165,FALSE
"ORD008398",2025-06-27,2025,"Q2","Jun","P0097","Sneakers Compact","Apparel","S013","Pinnacle Industries","WH-MEX","Mexico City","Latin America","Mexico",2600,0.71,"C01221","Latin America","Key Account",17,17,121,51,25,"In Stock",66,6.55,10,2025-06-30,2025-07-03,2025-07-03,FALSE,"Road",1120.1,49.11,13.75,16.88,23.55,400.35,64.28,"Delivered",0.12,4.1,FALSE,6,0,1,0.161,FALSE
"ORD008399",2025-06-27,2025,"Q2","Jun","P0135","Ballpoint Pen Box Essential","Office Supplies","S030","Sterling Industries","WH-CHI","Chicago","North America","USA",5400,0.754,"C01006","North America","Key Account",65,65,63,46,31,"In Stock",61,5.06,7,2025-06-28,2025-07-04,2025-07-01,TRUE,"Parcel",955.5,115.93,23.19,3.71,4.67,303.55,-53.53,"Delivered",0.026,NA,TRUE,6,3,1,-0.176,FALSE
"ORD008400",2025-06-27,2025,"Q2","Jun","P0093","Coffee Maker Lite","Home & Kitchen","S006","Nova Supply Co.","WH-DAL","Dallas","North America","USA",7600,0.836,"C01006","North America","Key Account",17,17,310,136,67,"In Stock",153,8.61,7,2025-06-28,2025-07-01,2025-07-01,FALSE,"Road",919.5,45.56,12.76,114.95,141.77,2410.09,410.38,"Delivered",0.056,4.4,FALSE,6,0,1,0.17,FALSE
"ORD008401",2025-06-27,2025,"Q2","Jun","P0100","Filing Cabinet Prime","Furniture","S036","Apex Logistics Partners","WH-DAL","Dallas","North America","USA",7600,0.836,"C01006","North America","Key Account",3,3,21,8,7,"In Stock",3,2.12,12,2025-06-30,2025-07-09,2025-07-03,TRUE,"Parcel",911,86.47,17.29,152.33,196.14,588.42,44.96,"Delivered",0.049,4.1,FALSE,6,6,1,0.076,FALSE
"ORD008402",2025-06-27,2025,"Q2","Jun","P0107","Cookware Set Eco","Home & Kitchen","S008","Anchor Group","WH-DAL","Dallas","North America","USA",7600,0.836,"C01542","North America","Key Account",13,11,167,118,63,"In Stock",89,6.14,19,2025-06-30,2025-07-02,2025-07-03,FALSE,"Parcel",935.7,68.24,13.65,84.99,114.69,1261.59,258.46,"Returned",0.076,2.6,FALSE,6,-1,0.846,0.205,FALSE
"ORD008403",2025-06-27,2025,"Q2","Jun","P0007","Yoga Mat Lite","Sporting Goods","S010","Pioneer Logistics Partners","WH-DAL","Dallas","North America","USA",7600,0.836,"C01006","North America","Key Account",8,8,52,24,13,"In Stock",36,7.03,11,2025-06-29,2025-07-02,2025-07-02,FALSE,"Road",927.9,43.96,12.31,14.81,19.52,156.16,-6.28,"Delivered",0.063,4.6,FALSE,6,0,1,-0.04,FALSE
